acuracia,precisao_classe_1,recall_classe_1,f1_classe_1,roc_auc,average_precision,n_treino,n_teste,taxa_classe_positiva
0.899720384641615,0.21423089573511675,0.9135109864422627,0.34706927175843694,0.9607818102219452,0.5729682404501635,293257,73315,0.02918117041126982
